/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/CodigoParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/CodigoPublicoNaLegAtual;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/NomeParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/NomeCompletoParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/SexoParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/FormaTratamento;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/UrlFotoParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/UrlPaginaParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/UrlPaginaParticular;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/EmailParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/SiglaPartidoParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/UfParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/MembroMesa;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/MembroLideranca;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/Telefones/Telefone/NumeroTelefone;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/Telefones/Telefone/OrdemPublicacao;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/Telefones/Telefone/IndicadorFax;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/CodigoMandato;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/UfParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/DescricaoParticipacao;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/PrimeiraLegislaturaDoMandato/NumeroLegislatura;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/PrimeiraLegislaturaDoMandato/DataInicio;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/PrimeiraLegislaturaDoMandato/DataFim;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/SegundaLegislaturaDoMandato/NumeroLegislatura;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/SegundaLegislaturaDoMandato/DataInicio;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/SegundaLegislaturaDoMandato/DataFim;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Suplentes/Suplente/DescricaoParticipacao;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Suplentes/Suplente/CodigoParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Suplentes/Suplente/NomeParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Exercicios/Exercicio/CodigoExercicio;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Exercicios/Exercicio/DataInicio;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Exercicios/Exercicio/DataFim;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Exercicios/Exercicio/SiglaCausaAfastamento;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Exercicios/Exercicio/DescricaoCausaAfastamento;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Titular/DescricaoParticipacao;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Titular/CodigoParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Titular/NomeParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Exercicios/Exercicio/DataLeitura
"22";"882";"Esperidião Amin";"Esperidião Amin Helou Filho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador22.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/22";;"sen.esperidiaoamin@senado.leg.br";;;;;"33036447";"2";"Não";;;;;;;;;;;;;;;;;;;;;
"22";"882";"Esperidião Amin";"Esperidião Amin Helou Filho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador22.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/22";;"sen.esperidiaoamin@senado.leg.br";;;;;"33036454";"3";"Não";;;;;;;;;;;;;;;;;;;;;
"22";"882";"Esperidião Amin";"Esperidião Amin Helou Filho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador22.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/22";;"sen.esperidiaoamin@senado.leg.br";"PP";"SC";"Não";"Não";;;;"572";"SC";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"1º Suplente";"196";"Geraldo Althoff";;;;;;;;;
"22";"882";"Esperidião Amin";"Esperidião Amin Helou Filho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador22.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/22";;"sen.esperidiaoamin@senado.leg.br";"PP";"SC";"Não";"Não";;;;"572";"SC";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2º Suplente";"6012";"Denise dos Santos";;;;;;;;;
"22";"882";"Esperidião Amin";"Esperidião Amin Helou Filho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador22.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/22";;"sen.esperidiaoamin@senado.leg.br";"PP";"SC";"Não";"Não";;;;"572";"SC";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2901";"2019-02-01";;;;;;;
"5953";"835";"Fabiano Contarato";"Fabiano Contarato";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5953.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5953";;"sen.fabianocontarato@senado.leg.br";"PT";"ES";"Não";"Não";"33039049";"1";"Não";"548";"ES";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"1º Suplente";"5950";"Ana Paula Tongo";;;;;;;;;
"5953";"835";"Fabiano Contarato";"Fabiano Contarato";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5953.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5953";;"sen.fabianocontarato@senado.leg.br";"PT";"ES";"Não";"Não";"33039049";"1";"Não";"548";"ES";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2º Suplente";"5952";"Bento";;;;;;;;;
"5953";"835";"Fabiano Contarato";"Fabiano Contarato";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5953.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5953";;"sen.fabianocontarato@senado.leg.br";"PT";"ES";"Não";"Não";"33039049";"1";"Não";"548";"ES";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2902";"2019-02-01";;;;;;;
"5540";"822";"Fernando Bezerra Coelho";"Fernando Bezerra de Souza Coelho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5540.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5540";"https://www.facebook.com/fernando.bezerracoelho?fref=ts";"sen.fernandobezerracoelho@senado.leg.br";;;;;"33032182";"1";"Não";;;;;;;;;;;;;;;;;;;;;
"5540";"822";"Fernando Bezerra Coelho";"Fernando Bezerra de Souza Coelho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5540.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5540";"https://www.facebook.com/fernando.bezerracoelho?fref=ts";"sen.fernandobezerracoelho@senado.leg.br";;;;;"33034084";"2";"Não";;;;;;;;;;;;;;;;;;;;;
"5540";"822";"Fernando Bezerra Coelho";"Fernando Bezerra de Souza Coelho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5540.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5540";"https://www.facebook.com/fernando.bezerracoelho?fref=ts";"sen.fernandobezerracoelho@senado.leg.br";;;;;"33032189";"3";"Sim";;;;;;;;;;;;;;;;;;;;;
"5540";"822";"Fernando Bezerra Coelho";"Fernando Bezerra de Souza Coelho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5540.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5540";"https://www.facebook.com/fernando.bezerracoelho?fref=ts";"sen.fernandobezerracoelho@senado.leg.br";"MDB";"PE";"Não";"Não";;;;"519";"PE";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";"1º Suplente";"5603";"Carlos Augusto Costa";;;;;;;;;
"5540";"822";"Fernando Bezerra Coelho";"Fernando Bezerra de Souza Coelho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5540.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5540";"https://www.facebook.com/fernando.bezerracoelho?fref=ts";"sen.fernandobezerracoelho@senado.leg.br";"MDB";"PE";"Não";"Não";;;;"519";"PE";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";"2º Suplente";"5605";"Eliane Rodrigues";;;;;;;;;
"5540";"822";"Fernando Bezerra Coelho";"Fernando Bezerra de Souza Coelho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5540.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5540";"https://www.facebook.com/fernando.bezerracoelho?fref=ts";"sen.fernandobezerracoelho@senado.leg.br";"MDB";"PE";"Não";"Não";;;;"519";"PE";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;"2736";"2015-02-01";;;;;;;
"4525";"927";"Fernando Collor";"Fernando Affonso Collor de Mello";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4525.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4525";"http://www.fernandocollor.com.br/";"Sen.fernandocollor@senado.leg.br";;;;;"33035783";"1";"Não";;;;;;;;;;;;;;;;;;;;;
"4525";"927";"Fernando Collor";"Fernando Affonso Collor de Mello";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4525.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4525";"http://www.fernandocollor.com.br/";"Sen.fernandocollor@senado.leg.br";;;;;"33035789";"2";"Sim";;;;;;;;;;;;;;;;;;;;;
"4525";"927";"Fernando Collor";"Fernando Affonso Collor de Mello";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4525.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4525";"http://www.fernandocollor.com.br/";"Sen.fernandocollor@senado.leg.br";;;;;"33035787";"3";"Não";;;;;;;;;;;;;;;;;;;;;
"4525";"927";"Fernando Collor";"Fernando Affonso Collor de Mello";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4525.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4525";"http://www.fernandocollor.com.br/";"Sen.fernandocollor@senado.leg.br";"PTB";"AL";"Não";"Não";;;;"511";"AL";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";"1º Suplente";"5561";"Renilde Bulhões";;;;;;;;;
"4525";"927";"Fernando Collor";"Fernando Affonso Collor de Mello";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4525.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4525";"http://www.fernandocollor.com.br/";"Sen.fernandocollor@senado.leg.br";"PTB";"AL";"Não";"Não";;;;"511";"AL";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";"2º Suplente";"5563";"Severino Leão";;;;;;;;;
"4525";"927";"Fernando Collor";"Fernando Affonso Collor de Mello";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4525.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4525";"http://www.fernandocollor.com.br/";"Sen.fernandocollor@senado.leg.br";"PTB";"AL";"Não";"Não";;;;"511";"AL";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;"2946";"2019-08-01";;;;;;;
"4525";"927";"Fernando Collor";"Fernando Affonso Collor de Mello";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4525.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4525";"http://www.fernandocollor.com.br/";"Sen.fernandocollor@senado.leg.br";"PTB";"AL";"Não";"Não";;;;"511";"AL";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;"2756";"2015-02-01";"2019-04-01";"LSP";"Licença Saúde-Particular";;;;"2019-04-02"
"4525";"927";"Fernando Collor";"Fernando Affonso Collor de Mello";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4525.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4525";"http://www.fernandocollor.com.br/";"Sen.fernandocollor@senado.leg.br";"PTB";"AL";"Não";"Não";;;;"511";"AL";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;;;;;;;;;
"345";"856";"Flávio Arns";"Flávio José Arns";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador345.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/345";"http://www.flavioarns.com.br";"sen.flavioarns@senado.leg.br";"PODEMOS";"PR";"Não";"Sim";"33036301";"1";"Não";"540";"PR";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"1º Suplente";"5919";"Vilson Basso";;;;;;;;;
"345";"856";"Flávio Arns";"Flávio José Arns";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador345.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/345";"http://www.flavioarns.com.br";"sen.flavioarns@senado.leg.br";"PODEMOS";"PR";"Não";"Sim";"33036301";"1";"Não";"540";"PR";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2º Suplente";"5920";"Flavio Vicente";;;;;;;;;
"345";"856";"Flávio Arns";"Flávio José Arns";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador345.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/345";"http://www.flavioarns.com.br";"sen.flavioarns@senado.leg.br";"PODEMOS";"PR";"Não";"Sim";"33036301";"1";"Não";"540";"PR";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2903";"2019-02-01";;;;;;;
"5894";"841";"Flávio Bolsonaro";"Flávio Nantes Bolsonaro";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5894.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5894";;"sen.flaviobolsonaro@senado.leg.br";;;;;"33031717";"1";"Não";;;;;;;;;;;;;;;;;;;;;
"5894";"841";"Flávio Bolsonaro";"Flávio Nantes Bolsonaro";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5894.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5894";;"sen.flaviobolsonaro@senado.leg.br";;;;;"33031718";"2";"Não";;;;;;;;;;;;;;;;;;;;;
"5894";"841";"Flávio Bolsonaro";"Flávio Nantes Bolsonaro";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5894.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5894";;"sen.flaviobolsonaro@senado.leg.br";"PL";"RJ";"Não";"Sim";;;;"532";"RJ";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"1º Suplente";"5901";"Paulo Marinho";;;;;;;;;
"5894";"841";"Flávio Bolsonaro";"Flávio Nantes Bolsonaro";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5894.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5894";;"sen.flaviobolsonaro@senado.leg.br";"PL";"RJ";"Não";"Sim";;;;"532";"RJ";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2º Suplente";"5903";"Leonardo Rodrigues";;;;;;;;;
"5894";"841";"Flávio Bolsonaro";"Flávio Nantes Bolsonaro";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5894.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5894";;"sen.flaviobolsonaro@senado.leg.br";"PL";"RJ";"Não";"Sim";;;;"532";"RJ";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2904";"2019-02-01";;;;;;;
"6008";"935";"Giordano";"Alexandre Luiz Giordano";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6008.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6008";;"sen.giordano@senado.leg.br";"MDB";"SP";"Não";"Não";"33034177";"1";"Não";"570";"SP";"1º Suplente";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2º Suplente";"6009";"Astronauta Marcos Pontes";"2966";"2021-03-31";;;;"Titular";"5666";"Major Olimpio";
"5639";"892";"Guaracy Silveira";"Guaracy Batista da Silveira";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5639.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5639";;;;;;;"33032464";"1";"Não";;;;;;;;;;;;;;;;;;;;;
"5639";"892";"Guaracy Silveira";"Guaracy Batista da Silveira";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5639.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5639";;;;;;;"33032708";"2";"Não";;;;;;;;;;;;;;;;;;;;;
"5639";"892";"Guaracy Silveira";"Guaracy Batista da Silveira";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5639.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5639";;;;;;;"33035771";"3";"Não";;;;;;;;;;;;;;;;;;;;;
"5639";"892";"Guaracy Silveira";"Guaracy Batista da Silveira";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5639.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5639";;;;;;;"33032466";"4";"Não";;;;;;;;;;;;;;;;;;;;;
"5639";"892";"Guaracy Silveira";"Guaracy Batista da Silveira";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5639.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5639";;;;;;;"33032990";"5";"Sim";;;;;;;;;;;;;;;;;;;;;
"5639";"892";"Guaracy Silveira";"Guaracy Batista da Silveira";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5639.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5639";;;"PP";"TO";"Não";"Não";;;;"518";"TO";"2º Suplente";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";"1º Suplente";"5637";"Donizeti Nogueira";"2988";"2022-08-04";;;;"Titular";"1249";"Kátia Abreu";
"5639";"892";"Guaracy Silveira";"Guaracy Batista da Silveira";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5639.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5639";;;"PP";"TO";"Não";"Não";;;;"518";"TO";"2º Suplente";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";"1º Suplente";"5637";"Donizeti Nogueira";"2873";"2018-10-31";"2019-01-30";"LP ";"Licença Particular";"Titular";"1249";"Kátia Abreu";
"5639";"892";"Guaracy Silveira";"Guaracy Batista da Silveira";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5639.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5639";;;"PP";"TO";"Não";"Não";;;;"518";"TO";"2º Suplente";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";"1º Suplente";"5637";"Donizeti Nogueira";;;;;;"Titular";"1249";"Kátia Abreu";
"5008";"824";"Humberto Costa";"Humberto Sérgio Costa Lima";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5008.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5008";"http://www.senadorhumberto.com.br/";"sen.humbertocosta@senado.leg.br";;;;;"33036285";"1";"Não";;;;;;;;;;;;;;;;;;;;;
"5008";"824";"Humberto Costa";"Humberto Sérgio Costa Lima";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5008.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5008";"http://www.senadorhumberto.com.br/";"sen.humbertocosta@senado.leg.br";;;;;"33036286";"2";"Não";;;;;;;;;;;;;;;;;;;;;
"5008";"824";"Humberto Costa";"Humberto Sérgio Costa Lima";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5008.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5008";"http://www.senadorhumberto.com.br/";"sen.humbertocosta@senado.leg.br";"PT";"PE";"Não";"Não";;;;"525";"PE";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"1º Suplente";"5914";"Waldemar Oliveira";;;;;;;;;
"5008";"824";"Humberto Costa";"Humberto Sérgio Costa Lima";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5008.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5008";"http://www.senadorhumberto.com.br/";"sen.humbertocosta@senado.leg.br";"PT";"PE";"Não";"Não";;;;"525";"PE";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2º Suplente";"5915";"Marcia do Angico";;;;;;;;;
"5008";"824";"Humberto Costa";"Humberto Sérgio Costa Lima";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5008.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5008";"http://www.senadorhumberto.com.br/";"sen.humbertocosta@senado.leg.br";"PT";"PE";"Não";"Não";;;;"525";"PE";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2907";"2019-02-01";;;;;;;
"5385";"883";"Irajá";"Irajá Silvestre Filho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5385.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5385";;"sen.iraja@senado.leg.br";;;;;"33036469";"2";"Não";;;;;;;;;;;;;;;;;;;;;
"5385";"883";"Irajá";"Irajá Silvestre Filho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5385.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5385";;"sen.iraja@senado.leg.br";;;;;"33036474";"3";"Sim";;;;;;;;;;;;;;;;;;;;;
"5385";"883";"Irajá";"Irajá Silvestre Filho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5385.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5385";;"sen.iraja@senado.leg.br";"PSD";"TO";"Sim";"Não";;;;"567";"TO";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"1º Suplente";"6287";"Marcos de Souza Costa";;;;;;;;;
"5385";"883";"Irajá";"Irajá Silvestre Filho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5385.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5385";;"sen.iraja@senado.leg.br";"PSD";"TO";"Sim";"Não";;;;"567";"TO";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2º Suplente";"6004";"Terciliano Gomes";;;;;;;;;
"5385";"883";"Irajá";"Irajá Silvestre Filho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5385.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5385";;"sen.iraja@senado.leg.br";"PSD";"TO";"Sim";"Não";;;;"567";"TO";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2908";"2019-02-01";;;;;;;
"6010";"914";"Ivete da Silveira";"Ivete Marli Appel da Silveira";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6010.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6010";;;"MDB";"SC";"Não";"Não";"33032200";"1";"Não";"571";"SC";"1º Suplente";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2º Suplente";"6011";"Beto Martins";"2989";"2022-08-24";;;;"Titular";"5350";"Jorginho Mello";
"4770";"851";"Izalci Lucas";"Izalci Lucas Ferreira";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4770.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4770";;"sen.izalcilucas@senado.leg.br";;;;;"33036049";"1";"Não";;;;;;;;;;;;;;;;;;;;;
"4770";"851";"Izalci Lucas";"Izalci Lucas Ferreira";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4770.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4770";;"sen.izalcilucas@senado.leg.br";;;;;"33036050";"2";"Não";;;;;;;;;;;;;;;;;;;;;
"4770";"851";"Izalci Lucas";"Izalci Lucas Ferreira";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4770.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4770";;"sen.izalcilucas@senado.leg.br";"PSDB";"DF";"Não";"Sim";;;;"552";"DF";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"1º Suplente";"5968";"Luis Felipe Belmonte";;;;;;;;;
"4770";"851";"Izalci Lucas";"Izalci Lucas Ferreira";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4770.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4770";;"sen.izalcilucas@senado.leg.br";"PSDB";"DF";"Não";"Sim";;;;"552";"DF";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2º Suplente";"5969";"Andre Filipe";;;;;;;;;
